product_id,product_name,price,cogs,category_id
54,Sony HD Webcam,2305.48,1023.99,1
55,Belkin Mini Drone Plus,1450.93,222.86,1
56,Corsair USB-C Docking Station,2429.03,642.41,1
57,Samsung Portable SSD 3rd Gen,488.73,90.62,1
58,Belkin Mechanical Keyboard,720,282.75,1
59,Canon Tablet Mini,353.67,154.94,1
60,Belkin Smart Doorbell SE,934.39,517.42,1
61,Anker Laptop Pro,1043.37,500.29,1
62,Google Action Camera Lite,845.49,324.26,1
63,TP-Link Over-Ear Headphones,2058.51,981.35,1
64,Acer Laptop,987.78,347.02,1
65,Lenovo Smart Doorbell Pro,861.03,236.2,1
66,Anker Fitness Tracker SE,1334.73,293.76,1
67,Logitech Mechanical Keyboard SE,612.82,168.47,1
68,Sony Mirrorless Camera Ultra,1973.25,392.59,1
69,Acer Fitness Tracker,449.82,285.41,1
70,Netgear Portable SSD Plus,2884.14,672.45,1
71,Fitbit WiFi 6 Router Plus,1883.64,1096.89,1
72,Samsung Bluetooth Speaker Lite,724.9,109.52,1
73,Microsoft Mechanical Keyboard SE,133.34,39.02,1
74,Corsair Graphics Card Ultra,2015.09,969.13,1
75,Fitbit Tablet Plus,1706.59,509.17,1
76,Samsung Mini Drone Ultra,1764.12,318.39,1
77,Lenovo Over-Ear Headphones,1880.83,831.49,1
78,GoPro Streaming Stick Ultra,448.34,102.54,1
79,GoPro Smartwatch Max,990.72,182.55,1
80,Sony USB-C Hub Plus,557.08,196.03,1
81,Nikon Gaming Mouse Mini,2179.45,974.78,1
82,Asus Smartwatch Lite,1507.07,721.41,1
83,Nikon Smart Plug 3rd Gen,943.76,582.63,1
84,Anker USB-C Hub 3rd Gen,416.48,112.18,1
85,Microsoft Tablet,910.42,430.4,1
86,Garmin HD Webcam Pro,934.14,144.47,1
87,Asus Mini Drone Pro,1765.71,329.54,1
88,Anker Smart Plug 2nd Gen,1539.42,332.87,1
89,Google Gaming Headset Pro,2273.66,1340.63,1
90,Google 27-inch 4K Monitor Max,1196.13,441.48,1
91,Canon 1TB External SSD 2nd Gen,565.72,257.88,1
92,Acer Smart Plug,1722.95,833.79,1
93,Canon 27-inch 4K Monitor,1850.93,373.51,1
94,JBL Mechanical Keyboard Pro,1373.01,816.74,1
95,TP-Link Fitness Tracker Max,1879.95,537.99,1
96,Asus Smart Speaker 3rd Gen,1237.53,311.61,1
97,Acer Portable SSD 2nd Gen,1294.45,521.28,1
98,Dell Gaming Headset,1113.05,218.32,1
99,Sonos Noise Cancelling Headphones 2nd Gen,268.9,46.26,1
100,Lenovo 5G Smartphone Max,538.09,252.13,1
101,Dell Bluetooth Speaker SE,297.32,126.61,1
102,Sonos Fitness Tracker,1536.79,316.48,1
103,Corsair Gaming Headset Max,916.04,387.3,1
104,Google Mini Drone Ultra,1266.38,283.73,1
105,JBL Over-Ear Headphones 2nd Gen,2361.4,784.75,1
106,Samsung Gaming Headset 3rd Gen,810.12,206.61,1
107,Belkin USB-C Hub Pro,1082,353.64,1
108,Canon Gaming Headset Lite,1836.25,1169.54,1
109,TP-Link Tablet Plus,776.74,452.3,1
110,Logitech Gaming Headset Lite,456.84,74.19,1
111,TP-Link Streaming Stick 3rd Gen,875.42,473.77,1
112,Sonos Smart Doorbell,654.43,380.9,1
113,Belkin Mechanical Keyboard Max,2468.65,1342.17,1
114,Bose Wireless Charger,1991.76,1153.82,1
115,Belkin Smart Speaker SE,1529.93,496.97,1
116,Belkin Gaming Mouse,2211.09,1061.36,1
117,Microsoft HD Webcam 2nd Gen,1977.83,1151.45,1
118,Netgear Mechanical Keyboard 3rd Gen,702.86,330.86,1
119,Microsoft USB-C Hub Ultra,2295.88,724.52,1
120,Apple Laptop 2nd Gen,1327.9,317.75,1
121,Dell Over-Ear Headphones Pro,1989.62,891.92,1
122,Google Graphics Card 3rd Gen,2310.87,850.86,1
123,GoPro Laptop Lite,922.12,553.04,1
124,Anker Mechanical Keyboard,543.3,274.04,1
125,Apple Smart Plug Ultra,775.3,382.56,1
126,TP-Link Graphics Card,1112.26,276.42,1
127,Sonos Smartwatch,2023.32,1235.01,1
128,Asus HD Webcam,2170.64,1245.96,1
129,TP-Link Gaming Headset 2nd Gen,147.78,59.64,1
130,Razer Action Camera 3rd Gen,1270.67,446.26,1
131,HP Fitness Tracker Max,1094.67,269.2,1
132,Razer Wireless Charger,765.52,401.18,1
133,Logitech Soundbar Mini,566.35,170.17,1
134,Canon Noise Cancelling Headphones,955.11,288.38,1
135,Anker Action Camera Mini,2540.95,1151.89,1
136,Lenovo Mirrorless Camera SE,930.82,345.41,1
137,Anker Smart Plug SE,1286.59,703.59,1
138,TP-Link Bluetooth Speaker,1696.84,326.47,1
139,GoPro USB-C Hub,999.63,459.46,1
140,Sony Noise Cancelling Headphones Plus,2736.66,1331.11,1
141,Belkin Smart Doorbell Plus,2665.48,596.21,1
142,Samsung Gaming Mouse SE,814.09,370.93,1
143,Netgear Smartwatch SE,1244.23,444.46,1
144,Acer Mini Drone Plus,893.7,455.05,1
145,Microsoft WiFi 6 Router Lite,867.39,235.92,1
146,Acer 1TB External SSD,320.86,191.34,1
147,Netgear Gaming Headset Pro,1476.49,796.14,1
148,Belkin Bluetooth Speaker Ultra,1254.83,479.69,1
149,Canon Gaming Mouse Pro,376.32,142.34,1
150,Garmin USB-C Hub Ultra,857.31,552.06,1
151,Asus HD Webcam SE,2364.58,1079.02,1
152,TP-Link Gaming Headset Ultra,794.45,288.68,1
153,Canon Mirrorless Camera Max,621.19,324.15,1
154,Fitbit Mirrorless Camera 2nd Gen,1229.13,646.39,1
155,Acer Mechanical Keyboard Ultra,2869.59,1125.74,1
156,Belkin Mechanical Keyboard SE,798.5,150.71,1
157,HP Gaming Mouse 2nd Gen,1620.62,515.23,1
158,Canon Smartwatch Max,1853.29,417.76,1
159,Microsoft 1TB External SSD Max,791.31,398.19,1
160,Sony Action Camera Lite,1762.02,555.81,1
161,Garmin Action Camera,1006.83,255.15,1
162,Sonos Wireless Charger Mini,1527.43,951.64,1
163,Apple Portable SSD Mini,1530.22,520.57,1
164,Apple 20000mAh Power Bank 2nd Gen,1320.66,695.64,1
165,Sonos Fitness Tracker Ultra,493.52,271.4,1
166,Belkin WiFi 6 Router Plus,2080.6,596.02,1
167,Fitbit Wireless Earbuds Lite,926.76,294.77,1
168,Razer Smart Doorbell Lite,702.77,359.88,1
169,Garmin Streaming Stick Max,336.57,215.53,1
170,Canon Wireless Earbuds Lite,1435.76,640.27,1
171,Razer Wireless Earbuds Pro,1633.75,770.11,1
172,JBL Portable SSD SE,220.1,53.01,1
173,Dell Wireless Charger 3rd Gen,1273.32,325.75,1
174,Lenovo HD Webcam Lite,772.9,223.47,1
175,Sonos Mechanical Keyboard Pro,1556.96,599.67,1
176,TP-Link Fitness Tracker,679.98,441.96,1
177,Google Gaming Mouse,1666.57,307.16,1
178,Acer Over-Ear Headphones,1039.95,649.77,1
179,Anker Noise Cancelling Headphones,2506.19,1154.52,1
180,Belkin Tablet SE,605.56,293.53,1
181,Nikon Smart Speaker SE,960.96,480.22,1
182,Netgear 20000mAh Power Bank Max,551.45,249.78,1
183,TP-Link 1TB External SSD Pro,2443.07,1316.56,1
184,Logitech 27-inch 4K Monitor Pro,2233.97,981.48,1
185,HP Mini Drone,823.93,497.66,1
186,Microsoft Wireless Charger Plus,1591.62,299.22,1
187,Corsair Noise Cancelling Headphones,2020.76,548.48,1
188,Corsair 5G Smartphone 2nd Gen,1360.41,782.44,1
189,Asus Smart Doorbell Pro,1308.31,717.1,1
190,Nikon Smart Doorbell,798.17,258.29,1
191,Sonos USB-C Hub 3rd Gen,500.92,92.41,1
192,Acer HD Webcam,2315.69,1331.03,1
193,Fitbit Laptop Lite,2329.58,1468.55,1
194,Acer Gaming Headset SE,1529.24,770.21,1
195,Sonos Bluetooth Speaker Ultra,957.51,605.85,1
196,Dell Soundbar Ultra,974.84,523.8,1
197,Garmin Action Camera Mini,1756.06,499.07,1
198,Belkin Noise Cancelling Headphones Pro,2315.24,670.18,1
199,Garmin Gaming Mouse SE,2273.14,988.65,1
200,Razer Wireless Charger 3rd Gen,1905.88,313.23,1
201,Lenovo Bluetooth Speaker SE,1549.7,396.82,1
202,Dell HD Webcam 2nd Gen,476.93,281.47,1
203,Corsair Gaming Headset 2nd Gen,655.23,280.37,1
204,GoPro Smart Speaker Pro,2321.47,628.37,1
205,Sonos WiFi 6 Router Ultra,1469.58,777.53,1
206,Corsair WiFi 6 Router,167.72,84.85,1
207,Garmin Smart Doorbell,522.28,102.64,1
208,Belkin Wireless Charger Plus,1599.96,484.95,1
209,Nikon 20000mAh Power Bank SE,128.3,54.75,1
210,Google Action Camera Ultra,653.61,206.15,1
211,Corsair Mirrorless Camera 2nd Gen,1347.08,408.58,1
212,Belkin Laptop Plus,1668.95,513.66,1
213,TP-Link Fitness Tracker Max,1572.75,386.54,1
214,TP-Link WiFi 6 Router 2nd Gen,769.16,394.03,1
215,Netgear Smart Plug Mini,1720.21,501.44,1
216,Bose Noise Cancelling Headphones Plus,790.68,235.72,1
217,Google Bluetooth Speaker 2nd Gen,934.5,146.79,1
218,Canon Tablet 2nd Gen,1811.21,312.9,1
219,Samsung Fitness Tracker 2nd Gen,1567.32,781.64,1
220,JBL USB-C Docking Station SE,2128.96,428.55,1
221,Nike Flannel Shirt Red,132.3,50.9,2
222,Columbia Polo Shirt Navy,116.61,73.78,2
223,Gap Crew Socks 6-Pack White,46.56,26.12,2
224,Calvin Klein Crew Socks 6-Pack White,86.46,37.91,2
225,Adidas Running Shoes Navy,72.93,40.52,2
226,Uniqlo Slim Fit Jeans Grey,70.24,14.7,2
227,The North Face Denim Jacket Maroon,224.15,122.24,2
228,Champion Yoga Leggings Olive,89.98,33.77,2
229,Columbia Wool Sweater Maroon,188.3,121.46,2
230,Uniqlo Flannel Shirt Maroon,127.46,22.96,2
231,H&M Summer Dress Grey,161.14,45.49,2
232,Levi's Casual Sneakers Grey,106.09,25.13,2
233,Levi's Casual Sneakers Black,118.05,41.82,2
234,Reebok Wool Sweater Black,104.53,27.78,2
235,Uniqlo Chino Pants Beige,63.67,11.82,2
236,Champion Cargo Shorts Maroon,145.03,69.7,2
237,Puma Rain Jacket White,74.92,31.64,2
238,Zara Cargo Shorts Navy,27.65,5.13,2
239,Under Armour Wool Sweater Maroon,130.06,68.21,2
240,Uniqlo Baseball Cap White,61.03,23.46,2
241,Uniqlo Chino Pants Olive,206.75,128.46,2
242,New Balance Tank Top Beige,213.16,78.63,2
243,Adidas Rain Jacket Blue,196.32,88.71,2
244,Nike Slim Fit Jeans Grey,86.8,54.77,2
245,Nike Track Jacket Red,23.66,10.37,2
246,Under Armour Crew Socks 6-Pack Charcoal,201.57,95.9,2
247,Gap Casual Sneakers Maroon,94.97,34.94,2
248,Reebok Slim Fit Jeans Beige,220.15,71.32,2
249,Ralph Lauren Polo Shirt White,218.37,126.41,2
250,Ralph Lauren Rain Jacket Beige,176.33,51.86,2
251,Calvin Klein Tank Top Black,76.69,28.94,2
252,Ralph Lauren Cargo Shorts Blue,88.87,18.48,2
253,Calvin Klein Yoga Leggings Black,175.8,84.18,2
254,Carhartt Baseball Cap Olive,79.63,14.1,2
255,New Balance Cargo Pants Maroon,59.87,31.62,2
256,Columbia Pullover Hoodie Grey,114.71,32.52,2
257,Zara Wool Sweater Beige,204.86,120.95,2
258,Reebok Bomber Jacket Black,139.68,88.92,2
259,Champion Chino Pants Navy,116.9,35.7,2
260,Nike Tank Top Olive,47.28,9.3,2
261,H&M Baseball Cap White,124.59,59.04,2
262,Zara Crew Socks 6-Pack Red,238.23,96.35,2
263,Gap Rain Jacket Beige,55.16,35.31,2
264,Champion Baseball Cap Charcoal,108.54,24.13,2
265,Puma Denim Jacket Charcoal,183.58,96.04,2
266,Zara Slim Fit Jeans Red,148.88,79.85,2
267,The North Face Polo Shirt Charcoal,139.87,39.67,2
268,Nike Wool Sweater Red,140.96,80.17,2
269,Reebok Running Shoes Beige,85.34,35.78,2
270,Tommy Hilfiger Polo Shirt Charcoal,76.57,40.69,2
271,Calvin Klein Baseball Cap Blue,164.71,96.32,2
272,Champion Flannel Shirt Olive,164.9,43.99,2
273,The North Face Pullover Hoodie Blue,180.43,94.25,2
274,Calvin Klein Winter Parka Navy,195.72,77.83,2
275,Adidas Running Shoes Charcoal,107.44,67.97,2
276,Ralph Lauren Bomber Jacket Beige,105.92,21.17,2
277,Columbia T-Shirt Navy,161.99,57.5,2
278,Zara Slim Fit Jeans Beige,130.88,70.78,2
279,Gap Polo Shirt Maroon,140.86,69.92,2
280,Levi's Polo Shirt Charcoal,161.38,54.87,2
281,Ralph Lauren Puffer Vest Beige,187.62,109.98,2
282,Adidas Denim Jacket White,82.43,22.04,2
283,Uniqlo Pleated Skirt White,87.55,32.13,2
284,H&M Puffer Vest White,46.63,17.34,2
285,Uniqlo T-Shirt Black,118.28,36.93,2
286,Adidas Wool Sweater Blue,31.89,10.76,2
287,Zara Pleated Skirt Charcoal,100.46,35.77,2
288,Under Armour Casual Sneakers Navy,112.41,21.3,2
289,Calvin Klein Denim Jacket Grey,75.66,30.18,2
290,Zara Pleated Skirt Beige,120.4,56.46,2
291,Columbia Cargo Shorts Black,30.01,17.99,2
292,Columbia Wool Sweater Charcoal,32.35,7.41,2
293,Columbia Cargo Pants Maroon,168.08,50.35,2
294,The North Face Chino Pants Red,85.44,32.33,2
295,Uniqlo Summer Dress Olive,52.91,30.51,2
296,H&M Pleated Skirt Olive,109.15,47.59,2
297,Uniqlo Chino Pants Red,155.34,25.01,2
298,Calvin Klein Cargo Shorts Black,66.54,28.81,2
299,Adidas Denim Jacket Beige,125.98,71.36,2
300,Uniqlo Pleated Skirt Maroon,44.81,24.69,2
301,Champion Puffer Vest Grey,36.64,16.87,2
302,Zara Puffer Vest White,110.6,66.55,2
303,Adidas Wool Sweater Beige,112.09,18.68,2
304,Tommy Hilfiger Graphic Tee Navy,128.59,25.08,2
305,Uniqlo Polo Shirt Olive,145.78,34.67,2
306,Zara Tank Top Blue,226.09,93.92,2
307,Gap Casual Sneakers Red,108.22,65.69,2
308,Reebok Wool Sweater Blue,80.43,44.41,2
309,Columbia Slim Fit Jeans Navy,161.23,84.98,2
310,Champion Track Jacket Olive,73.64,46.66,2
311,Carhartt Cargo Pants White,96.54,52.65,2
312,Nike Cargo Shorts Charcoal,43.29,9.17,2
313,Tommy Hilfiger Track Jacket Red,28.06,12.41,2
314,Tommy Hilfiger Bomber Jacket Grey,217.82,84.02,2
315,Carhartt Polo Shirt Maroon,171.61,44.74,2
316,Levi's Puffer Vest Beige,139.67,84.46,2
317,Uniqlo Puffer Vest Olive,92.22,19.21,2
318,Adidas Pullover Hoodie Red,60.45,39.17,2
319,H&M Bomber Jacket Grey,57.84,34.34,2
320,Zara Winter Parka Beige,71.03,23.83,2
321,Carhartt Rain Jacket Maroon,113.48,59.14,2
322,Zara Rain Jacket White,143.41,81.29,2
323,The North Face Cargo Shorts Black,132.78,65.74,2
324,Puma Baseball Cap Beige,74.81,46.78,2
325,Tommy Hilfiger Bomber Jacket Blue,213.64,90.21,2
326,Tommy Hilfiger Pullover Hoodie Olive,148.27,42.69,2
327,H&M Baseball Cap White,114.31,55.03,2
328,Nike Pullover Hoodie Blue,124.01,33.7,2
329,Zara Flannel Shirt Grey,93.74,17.28,2
330,Carhartt Summer Dress Maroon,70.71,18.24,2
331,Champion Polo Shirt Navy,84.86,46.19,2
332,Nike Cargo Shorts Navy,152.61,98.24,2
333,Carhartt Cargo Shorts Navy,23.12,4.74,2
334,Nike Running Shoes Black,50.93,16.76,2
335,Champion Flannel Shirt Blue,35.02,5.53,2
336,Gap Pullover Hoodie Navy,33.43,17.41,2
337,New Balance Bomber Jacket White,177.03,68.71,2
338,Tommy Hilfiger Yoga Leggings Maroon,141.2,28.88,2
339,New Balance Pleated Skirt Maroon,101.75,17.47,2
340,New Balance Wool Sweater Beige,47.41,22.36,2
341,Nike Pullover Hoodie Beige,104.39,59.88,2
342,The North Face Track Jacket White,101.64,40.16,2
343,Columbia Slim Fit Jeans White,60.44,18.8,2
344,Zara Slim Fit Jeans Navy,95.79,27.54,2
345,Carhartt Chino Pants Blue,90.74,30.89,2
346,New Balance Wool Sweater Beige,124.74,50.24,2
347,The North Face Bomber Jacket White,128.17,73.88,2
348,Carhartt Graphic Tee Grey,34.82,12.71,2
349,Champion Rain Jacket Blue,87.41,49.27,2
350,Calvin Klein Rain Jacket White,126.51,38.75,2
351,Ralph Lauren Track Jacket Red,106.17,35.8,2
352,Zara Track Jacket Beige,177.33,32.55,2
353,Levi's Slim Fit Jeans Olive,132.5,26.27,2
354,Tommy Hilfiger Running Shoes Charcoal,58.86,10.59,2
355,Carhartt Tank Top Blue,41.47,20.11,2
356,The North Face Cargo Pants Olive,129.5,75.63,2
357,Adidas Wool Sweater Maroon,28.52,8.73,2
358,H&M Flannel Shirt Charcoal,119.54,30.65,2
359,Reebok Pleated Skirt White,206.65,67.17,2
360,Carhartt Cargo Pants White,117.81,62.59,2
361,Champion Rain Jacket Charcoal,89.29,56.9,2
362,Carhartt T-Shirt Maroon,129.66,79.68,2
363,Gap T-Shirt Navy,99.37,28.48,2
364,Uniqlo Polo Shirt Blue,112.89,17.28,2
365,Zara Flannel Shirt Olive,207.2,38.29,2
366,Nike Slim Fit Jeans Charcoal,89.01,22.93,2
367,The North Face Baseball Cap Blue,217.01,49.63,2
368,Uniqlo Graphic Tee Blue,192.86,103.84,2
369,Levi's Pullover Hoodie Navy,63.75,14.58,2
370,Adidas Track Jacket White,41.18,11.78,2
371,OXO Memory Foam Pillow Set,110.74,39.54,3
372,Keurig Bath Towel Set Compact,52.26,16.86,3
373,Instant Pot Bamboo Cutting Board,107.49,44.44,3
374,iRobot Digital Air Fryer Deluxe,337.45,117.31,3
375,Cuisinart Countertop Blender Deluxe,94.51,28.42,3
376,Keurig Stand Mixer Classic,191.89,56.55,3
377,Instant Pot Countertop Blender,431.36,225.82,3
378,Black+Decker Stand Mixer XL,57.89,24.1,3
379,Dyson Bath Towel Set Pro,410.89,76.44,3
380,Cuisinart 6-Qt Slow Cooker,179.57,68.21,3
381,Ninja Food Processor XL,119.17,52.04,3
382,OXO Bamboo Cutting Board Compact,344.3,121.37,3
383,Rubbermaid Cordless Vacuum Cleaner,311.85,176.51,3
384,Pyrex 12-Cup Coffee Maker XL,455.69,260.77,3
385,Dyson 6-Qt Slow Cooker XL,364.27,150.07,3
386,Lodge Bamboo Cutting Board Pro,403.91,105.33,3
387,Black+Decker 12-Cup Coffee Maker Compact,179.63,74.6,3
388,Keurig Electric Kettle Pro,144.01,73.98,3
389,Hamilton Beach 10-Piece Cookware Set Compact,372.78,83.21,3
390,Keurig Cordless Vacuum Cleaner Family Size,406.02,215.23,3
391,Ninja Cordless Vacuum Cleaner,595.91,227.62,3
392,Simplehuman Espresso Machine Pro,224.55,130.72,3
393,Rubbermaid Stand Mixer,210.09,38.69,3
394,Simplehuman Non-Stick Frying Pan Classic,387.51,212.42,3
395,Cuisinart Electric Kettle Compact,199.29,60.82,3
396,Simplehuman Digital Air Fryer,503.93,168.5,3
397,iRobot 12-Cup Coffee Maker Compact,441.12,201.81,3
398,Crock-Pot Rice Cooker,230.52,101.47,3
399,Cuisinart Queen Bedsheet Set Deluxe,372.92,115.89,3
400,Breville Bath Towel Set Family Size,374.97,235.8,3
401,Simplehuman 2-Slice Toaster Pro,111.92,71.76,3
402,Ninja Bath Towel Set Family Size,476.71,80.84,3
403,Simplehuman Queen Bedsheet Set Family Size,259.54,86.15,3
404,iRobot Rice Cooker XL,418.74,224.96,3
405,Cuisinart Non-Stick Frying Pan Pro,192.25,35.17,3
406,Instant Pot Storage Container Set XL,470.57,137.44,3
407,Hamilton Beach Food Processor Compact,216.15,95.4,3
408,Hamilton Beach Electric Kettle Classic,42.37,26.86,3
409,Lodge Stand Mixer Compact,479.24,146.07,3
410,Lodge Non-Stick Frying Pan Pro,105.83,58.9,3
411,Crock-Pot 12-Cup Coffee Maker XL,192,77.61,3
412,KitchenAid Electric Kettle Classic,525.95,126.3,3
413,Keurig Food Processor,526.63,129.55,3
414,Hamilton Beach Stand Mixer Compact,287.44,85.63,3
415,Instant Pot Bath Towel Set,313.17,150.62,3
416,Hamilton Beach Shower Curtain Set XL,237.73,53.99,3
417,Black+Decker Shower Curtain Set Family Size,183.3,93.59,3
418,Cuisinart 6-Qt Slow Cooker Pro,195.16,95.27,3
419,Dyson Queen Bedsheet Set Classic,332.33,174.87,3
420,Simplehuman 10-Piece Cookware Set Deluxe,373.76,113.9,3
421,Breville Robot Vacuum Pro,396.57,193.98,3
422,Simplehuman Queen Bedsheet Set Classic,395.38,213.13,3
423,Crock-Pot Bath Towel Set XL,105.79,66.98,3
424,Keurig Shower Curtain Set Family Size,255.29,149.73,3
425,Cuisinart Non-Stick Frying Pan,85.89,50.42,3
426,Instant Pot Bath Towel Set Compact,277.42,81.15,3
427,Black+Decker 15-Piece Knife Set,235.15,141.71,3
428,Hamilton Beach 6-Qt Slow Cooker Compact,463.98,289.16,3
429,Dyson Queen Bedsheet Set Pro,202.76,124.75,3
430,OXO Digital Air Fryer XL,118.66,47.58,3
431,Dyson Rice Cooker Compact,130.19,43.93,3
432,KitchenAid Food Processor Compact,378.9,215.82,3
433,Rubbermaid Stand Mixer Family Size,307,51.93,3
434,Breville Stand Mixer,110.92,41.52,3
435,KitchenAid 12-Cup Coffee Maker,101.95,28.34,3
436,Hamilton Beach Storage Container Set XL,346.44,71.23,3
437,iRobot 10-Piece Cookware Set Classic,95.45,20.13,3
438,Dyson 6-Qt Slow Cooker,415.7,75.41,3
439,Breville Shower Curtain Set,349.13,162.69,3
440,Dyson Stand Mixer Classic,100.41,36.61,3
441,Pyrex 10-Piece Cookware Set XL,102.35,24.94,3
442,Ninja Bath Towel Set Pro,585.83,107.7,3
443,Crock-Pot Storage Container Set,210.88,72.8,3
444,Breville Digital Air Fryer XL,209.61,134.26,3
445,Shark Countertop Blender Pro,409.82,223.05,3
446,Pyrex 10-Piece Cookware Set Compact,522.5,279.93,3
447,Rubbermaid Stand Mixer,584.32,190.58,3
448,Rubbermaid Non-Stick Frying Pan Family Size,374.32,211.56,3
449,Simplehuman Memory Foam Pillow Set Family Size,211.58,117.59,3
450,Ninja Queen Bedsheet Set,101.61,30.15,3
451,Cuisinart Robot Vacuum,387.94,119.41,3
452,iRobot Bath Towel Set XL,281.11,181.19,3
453,Breville 15-Piece Knife Set,228.77,120.48,3
454,Keurig Bamboo Cutting Board Pro,480.12,278.98,3
455,Cuisinart Non-Stick Frying Pan Pro,115.87,33.21,3
456,Pyrex 6-Qt Slow Cooker XL,254.58,132.8,3
457,Lodge Food Processor Family Size,43.15,17.18,3
458,Breville Electric Kettle Classic,245.35,135.08,3
459,OXO 12-Cup Coffee Maker XL,85.05,38.38,3
460,Black+Decker Storage Container Set Classic,119.48,37.11,3
461,Ninja Food Processor Classic,118.87,36.05,3
462,OXO Cordless Vacuum Cleaner,321.21,104.64,3
463,Cuisinart Electric Kettle XL,370.25,106.36,3
464,Cuisinart 12-Cup Coffee Maker XL,291.69,96.74,3
465,Black+Decker Countertop Blender Family Size,542.03,311.31,3
466,Simplehuman Digital Air Fryer Family Size,211.09,38.76,3
467,Pyrex Electric Kettle XL,180.84,112.98,3
468,Cuisinart Shower Curtain Set Family Size,448.77,219.69,3
469,Pyrex Electric Kettle,160.55,85.34,3
470,Hamilton Beach Bath Towel Set Pro,543.54,189.7,3
471,Shark 10-Piece Cookware Set Compact,44.33,7.22,3
472,Black+Decker Memory Foam Pillow Set XL,553.66,335.94,3
473,Instant Pot 15-Piece Knife Set Classic,75.58,37.94,3
474,Keurig Shower Curtain Set Classic,466.85,232.02,3
475,Breville Robot Vacuum Compact,268.5,58.5,3
476,Ninja Queen Bedsheet Set Family Size,603.44,361.67,3
477,Simplehuman 12-Cup Coffee Maker Pro,96.07,46.49,3
478,Ninja Storage Container Set Classic,279.21,166.32,3
479,Black+Decker Non-Stick Frying Pan Family Size,552.74,302.26,3
480,Crock-Pot 10-Piece Cookware Set Compact,266.64,171.33,3
481,Hamilton Beach 10-Piece Cookware Set,312.06,50.91,3
482,Pyrex Queen Bedsheet Set Family Size,343.8,156.76,3
483,Ninja 12-Cup Coffee Maker Classic,240.01,83.78,3
484,Breville Bath Towel Set XL,311.22,166.37,3
485,Ninja Stand Mixer Pro,292.09,137.62,3
486,Simplehuman Queen Bedsheet Set Pro,475.47,101.83,3
487,Black+Decker Stand Mixer XL,77.32,31.04,3
488,Cuisinart 2-Slice Toaster Family Size,179.28,54.15,3
489,Black+Decker Food Processor Deluxe,526.38,170.03,3
490,Crock-Pot Bamboo Cutting Board Compact,466.11,128.32,3
