order_item_id,order_id,product_id,quantity,price_per_unit
135,64313,229,2,188.3
136,86243,430,4,118.66
137,2341,290,1,120.4
138,45151,127,2,2023.32
139,99809,469,1,160.55
140,17966,109,1,776.74
141,55026,735,1,70.91
142,9688,457,1,43.15
143,57552,210,2,653.61
144,17974,297,2,155.34
145,58098,115,1,1529.93
146,57750,271,1,164.71
147,8980,370,1,41.18
148,68178,122,3,2310.87
149,38028,847,1,82.79
150,54544,436,2,346.44
151,46712,599,2,38.98
152,73388,239,1,130.06
153,85848,502,1,271.9
154,9296,514,1,446.84
155,37187,472,1,553.66
156,62785,344,2,95.79
157,36804,713,1,84.65
158,78292,786,2,385.84
159,82183,135,2,2540.95
160,37125,779,1,285.39
161,90482,792,3,234.78
162,2103,29,1,1439.04
163,74646,635,1,40.19
164,75898,604,1,28.08
165,58443,43,1,310.32
166,84649,239,1,130.06
167,19440,336,1,33.43
168,67285,299,1,125.98
169,56643,611,3,20.37
170,90966,168,1,702.77
171,31116,716,1,170.57
172,46621,262,1,238.23
173,44266,789,2,194.77
174,78712,487,4,77.32
175,40323,149,1,376.32
176,48144,258,1,139.68
177,87043,107,1,1082
178,65900,621,1,38.29
179,18173,250,1,176.33
180,17794,437,2,95.45
181,22329,333,1,23.12
182,14519,5,1,644.02
183,43525,46,1,1597.63
184,67396,605,1,31.92
185,67296,783,1,136.46
186,82040,368,2,192.86
187,99936,415,1,313.17
188,69788,744,1,207.32
189,61760,467,1,180.84
190,86948,208,2,1599.96
191,18841,606,1,61.43
192,57615,493,2,178.11
193,35452,847,1,82.79
194,12401,121,2,1989.62
195,86690,190,1,798.17
196,91105,272,1,164.9
197,25315,659,1,109.2
198,71030,495,1,243.47
199,39777,401,1,111.92
200,65958,738,1,140.26
201,40549,577,2,34.72
202,77573,507,1,484.32
203,92351,682,1,59.6
204,35532,749,1,384.4
205,41363,547,4,31.12
206,91810,145,1,867.39
207,9381,377,2,431.36
208,18336,221,1,132.3
209,54630,468,3,448.77
210,96557,35,1,2688.65
211,18604,73,1,133.34
212,68694,708,1,138.81
213,67398,824,1,176.02
214,71648,36,3,1992.63
215,40270,490,1,466.11
216,19307,418,1,195.16
217,23339,26,1,1921.56
218,60389,841,2,37.29
219,48712,138,1,1696.84
220,68520,89,3,2273.66
221,85266,120,1,1327.9
222,39232,610,2,85.31
223,81774,371,1,110.74
224,30348,694,1,57.93
225,56493,240,1,61.03
226,86502,695,1,41.43
227,41838,376,3,191.89
228,7279,408,1,42.37
229,45991,527,4,57.31
230,20128,804,1,241.93
231,75879,160,1,1762.02
232,22049,452,2,281.11
233,35402,333,3,23.12
234,29709,173,1,1273.32
235,49931,123,1,922.12
236,12524,200,2,1905.88
237,93257,379,1,410.89
238,35061,569,1,118.44
239,5746,4,1,1452.58
240,49662,142,1,814.09
241,7383,602,1,45.99
242,26020,174,1,772.9
243,92793,630,1,43.94
244,63477,20,3,877.84
245,17434,489,1,526.38
246,81792,186,1,1591.62
247,87749,225,1,72.93
248,62262,90,1,1196.13
249,24234,502,1,271.9
250,86978,347,1,128.17
251,73240,414,1,287.44
252,66972,457,3,43.15
253,25222,561,1,86.98
254,63195,636,1,81.59
255,24016,339,4,101.75
256,36002,120,4,1327.9
257,61428,507,1,484.32
258,96225,534,3,70.5
259,71078,492,1,307.86
260,78455,113,1,2468.65
261,50673,135,1,2540.95
262,9608,255,1,59.87
263,50607,117,1,1977.83
264,39747,189,1,1308.31
265,50939,805,1,183.52
266,21489,330,3,70.71
267,12013,652,4,93.32
268,3874,603,1,37.61
269,63215,20,1,877.84
270,2240,583,4,64.38
271,21017,838,1,165.94
272,5846,414,4,287.44
273,4984,129,2,147.78
274,28107,17,1,899.25
275,12877,289,1,75.66
276,48279,761,1,107.7
277,35388,498,1,98.36
278,24458,352,2,177.33
279,93948,374,1,337.45
280,80863,654,2,126.06
281,11398,47,2,911.63
282,19081,787,1,233.8
283,3408,170,1,1435.76
284,59598,82,2,1507.07
285,55898,13,4,2070.93
286,80863,783,2,136.46
287,49682,314,2,217.82
288,98723,109,4,776.74
289,46416,172,1,220.1
290,76915,181,1,960.96
291,53618,410,1,105.83
292,43813,2,3,2587.65
293,80262,301,1,36.64
294,60035,633,1,89.89
295,36973,733,2,112.26
296,60604,68,4,1973.25
297,33048,73,2,133.34
298,18480,754,1,158.39
299,57084,638,1,57.93
300,40783,546,2,52.46
301,58392,605,2,31.92
302,18634,692,2,78.86
303,90660,513,1,506.02
304,68412,196,3,974.84
305,55484,457,1,43.15
306,69738,362,1,129.66
307,24845,31,1,1472.03
308,37664,370,3,41.18
309,45417,763,1,135.61
310,98554,630,1,43.94
311,69705,9,1,1457.94
312,28010,72,1,724.9
313,15872,32,1,672.62
314,50501,475,2,268.5
315,89837,518,2,408.38
316,11443,181,3,960.96
317,72176,781,1,274.7
318,50130,235,1,63.67
319,73420,412,3,525.95
320,74488,558,1,18.15
321,78078,275,2,107.44
322,55256,629,3,19.84
323,64886,251,1,76.69
324,61132,484,1,311.22
325,68685,321,1,113.48
326,79572,192,1,2315.69
327,59318,392,1,224.55
328,14863,372,1,52.26
329,9019,622,1,40.46
330,36796,21,2,1481.54
331,80949,320,2,71.03
332,70341,142,1,814.09
333,43442,103,3,916.04
334,25073,244,1,86.8
335,1560,63,1,2058.51
336,19807,585,1,78.72
337,52808,317,1,92.22
338,54631,716,1,170.57
339,86991,560,4,77.29
340,35340,29,1,1439.04
341,28159,557,2,33.37
342,17197,808,1,399.03
343,75141,257,1,204.86
344,33587,121,3,1989.62
345,78455,542,1,75.76
346,34984,509,1,525.62
347,15139,203,1,655.23
348,62805,420,1,373.76
349,59205,699,1,47.24
350,72394,581,2,61.28
351,91422,632,1,159.73
352,60637,791,1,108.25
353,84769,323,1,132.78
354,86260,132,1,765.52
355,97048,163,4,1530.22
356,99245,347,2,128.17
357,67087,634,1,92.64
358,50416,49,1,1342.93
359,79275,90,2,1196.13
360,85978,632,1,159.73
361,17585,493,3,178.11
362,78199,556,3,56.33
363,95919,423,1,105.79
364,59318,702,2,29.47
365,1610,126,2,1112.26
366,57922,205,1,1469.58
367,80905,624,1,63.62
368,19972,515,2,77.15
369,71236,723,2,32.72
370,74112,114,1,1991.76
371,8314,69,2,449.82
372,21746,366,1,89.01
373,99936,586,1,42.98
374,77321,143,2,1244.23
375,75431,733,1,112.26
376,5251,836,1,182
377,58734,462,1,321.21
378,91838,188,1,1360.41
379,93249,411,1,192
380,63681,713,1,84.65
381,14715,136,2,930.82
382,91245,59,4,353.67
383,6324,693,1,89.35
384,79563,52,4,1892.01
385,68576,828,1,161.68
386,69625,819,2,67.91
387,86846,59,1,353.67
388,68733,282,1,82.43
389,55185,621,1,38.29
390,33977,183,1,2443.07
391,45771,530,1,110.63
392,80930,277,4,161.99
393,2385,718,1,185.18
394,83762,572,2,97.56
395,12480,572,1,97.56
396,21939,449,1,211.58
397,47696,100,1,538.09
398,94916,697,1,62.96
399,83382,725,2,98.54
400,6171,408,3,42.37
401,1839,110,2,456.84
402,88498,543,1,42.06
403,20651,22,1,609.78
404,91432,842,1,262.8
405,10579,233,1,118.05
406,39008,815,2,360.06
407,12144,269,1,85.34
408,96633,374,1,337.45
409,32721,648,1,114.52
410,61386,286,1,31.89
411,52559,597,1,82.6
412,30753,244,1,86.8
413,89236,516,3,61.04
414,58337,112,1,654.43
415,23777,511,1,304.85
416,85790,298,2,66.54
417,90652,42,1,1240.21
418,1495,53,1,2521.54
419,62995,147,1,1476.49
420,19307,219,3,1567.32
421,13088,301,1,36.64
422,84184,197,2,1756.06
423,20464,508,1,416.15
424,47667,451,1,387.94
425,94376,622,1,40.46
426,28922,827,1,161.51
427,34256,76,1,1764.12
428,23161,619,1,100.91
429,84874,833,2,104.08
430,31027,611,2,20.37
431,8197,828,5,161.68
432,86022,799,2,275.79
433,64363,368,1,192.86
434,7813,228,1,89.98
435,12353,244,2,86.8
436,82669,838,1,165.94
437,42343,303,2,112.09
438,98186,306,2,226.09
439,52435,169,1,336.57
440,19389,278,1,130.88
441,74055,496,1,203.6
442,11346,296,1,109.15
443,82404,49,1,1342.93
444,85758,747,1,171.96
445,35035,249,1,218.37
446,33325,588,1,32.82
447,74797,677,1,40.98
448,1948,172,3,220.1
449,56856,670,2,62.57
450,12037,124,4,543.3
451,3583,557,2,33.37
452,73266,95,1,1879.95
453,82699,720,1,123.41
454,41923,309,1,161.23
455,87888,485,2,292.09
456,75830,415,1,313.17
457,34675,842,1,262.8
458,71015,700,3,85.88
459,66097,543,2,42.06
460,91193,367,1,217.01
461,54250,199,1,2273.14
462,53327,594,1,51.42
463,33627,372,1,52.26
464,29488,791,1,108.25
465,29727,760,1,316.13
466,72057,203,1,655.23
467,45979,438,1,415.7
468,74472,264,1,108.54
469,23691,311,1,96.54
470,66842,542,1,75.76
471,32466,712,1,101.6
472,12583,465,2,542.03
473,17557,218,1,1811.21
474,63858,214,2,769.16
475,52393,805,1,183.52
476,66368,87,1,1765.71
477,73740,456,2,254.58
478,2405,65,3,861.03
479,71818,318,2,60.45
480,93606,434,1,110.92
481,69616,205,1,1469.58
482,15445,640,1,73.07
483,30206,699,2,47.24
484,57799,267,1,139.87
485,41619,284,1,46.63
486,38000,335,2,35.02
487,61208,447,1,584.32
488,53354,144,1,893.7
489,37232,50,1,699.69
490,16747,597,1,82.6
491,15058,756,1,318.76
492,11001,511,1,304.85
493,1389,640,1,73.07
494,9997,289,1,75.66
495,53609,72,1,724.9
496,18368,389,1,372.78
497,26622,214,5,769.16
498,87008,618,1,45.85
499,13126,507,2,484.32
500,66476,812,1,342.03
501,8677,174,1,772.9
502,52563,823,1,158.01
503,2870,472,2,553.66
504,40335,451,3,387.94
505,87140,838,1,165.94
506,37289,796,4,361.44
507,29000,551,1,67.02
508,17059,408,1,42.37
509,82621,427,1,235.15
510,79785,84,1,416.48
511,44986,211,1,1347.08
512,78275,695,1,41.43
513,79485,90,1,1196.13
514,1674,791,1,108.25
515,10813,779,1,285.39
516,58337,662,1,198.38
517,68552,623,1,53.5
518,4039,158,3,1853.29
519,34951,462,1,321.21
520,88471,396,1,503.93
521,93654,277,1,161.99
522,71004,137,1,1286.59
523,50927,661,4,70.59
524,71934,590,2,35.21
525,63087,199,2,2273.14
526,72306,181,1,960.96
527,11481,760,1,316.13
528,51309,223,1,46.56
529,39542,531,1,101.94
530,31785,827,2,161.51
531,78922,810,2,94.15
532,83422,331,1,84.86
533,95848,151,1,2364.58
534,20974,224,3,86.46
535,13515,148,1,1254.83
536,66152,515,3,77.15
537,90154,150,3,857.31
538,71837,240,2,61.03
539,40486,92,1,1722.95
540,56511,334,1,50.93
541,71092,374,1,337.45
542,37057,186,1,1591.62
543,12338,747,1,171.96
544,7215,84,1,416.48
545,59856,392,1,224.55
546,8716,297,1,155.34
547,76311,492,4,307.86
548,41014,536,1,128.45
549,10783,731,1,48.57
550,79347,341,2,104.39
551,3524,825,4,218.42
552,96839,521,1,74.48
553,67561,650,1,88.13
554,22878,757,2,246.69
555,20329,209,1,128.3
556,76943,58,3,720
557,17135,655,1,79.63
558,11077,487,1,77.32
559,23360,745,1,131.36
560,89143,265,3,183.58
561,37408,59,1,353.67
562,23158,14,1,748.83
563,17418,133,1,566.35
564,67303,4,1,1452.58
565,96637,720,1,123.41
566,72651,493,1,178.11
567,45379,232,2,106.09
568,45428,451,1,387.94
569,82836,347,1,128.17
570,99181,674,1,91.61
571,26408,373,2,107.49
572,34818,833,1,104.08
573,6105,770,1,332.54
574,92155,469,1,160.55
575,22376,823,1,158.01
576,95867,776,4,107.12
577,21062,35,1,2688.65
578,13252,827,1,161.51
579,43457,520,1,133.3
580,63515,384,1,455.69
581,53705,750,1,248.2
582,24138,81,1,2179.45
583,9781,723,1,32.72
584,19627,251,1,76.69
585,11277,177,1,1666.57
586,75369,47,1,911.63
587,35083,597,1,82.6
588,51171,727,4,45.19
589,78270,519,3,587.38
590,83094,666,1,47.03
591,82226,37,4,899.87
592,70167,503,3,188.72
593,75983,475,1,268.5
594,34759,355,1,41.47
595,48685,96,1,1237.53
596,87867,847,1,82.79
597,18837,39,2,1650.03
598,43138,177,1,1666.57
599,30473,395,1,199.29
600,80888,211,1,1347.08
601,81295,455,3,115.87
602,92708,390,2,406.02
603,4466,732,1,139.82
604,82856,21,1,1481.54
605,54826,590,1,35.21
606,34533,35,1,2688.65
607,80376,113,1,2468.65
608,72901,112,1,654.43
609,75192,709,1,59.25
610,10749,475,2,268.5
611,17846,777,1,130.57
612,29981,526,2,62.16
613,13138,630,5,43.94
614,33165,666,5,47.03
615,11292,532,1,157.74
616,37214,453,1,228.77
617,17053,621,2,38.29
618,88502,792,1,234.78
619,58572,485,5,292.09
620,59216,664,1,57.36
621,49717,101,1,297.32
622,52683,807,1,406.4
623,48158,433,1,307
624,12685,105,1,2361.4
625,74976,841,1,37.29
626,60631,555,1,112.86
627,70624,624,2,63.62
628,81545,767,1,303.89
629,18830,826,1,394.47
630,26526,213,1,1572.75
631,58403,687,2,98.13
632,83128,797,1,404.47
633,84694,689,1,130.61
634,89043,199,1,2273.14
635,73980,420,1,373.76
636,9058,100,2,538.09
637,60400,526,1,62.16
638,86037,295,2,52.91
639,21294,244,1,86.8
640,34801,641,2,20.23
641,72512,522,2,54.38
642,22757,347,1,128.17
643,28143,375,2,94.51
644,26237,76,1,1764.12
645,76057,18,2,1298.49
646,21315,4,2,1452.58
647,99703,648,1,114.52
648,54501,578,2,123.63
649,93131,55,4,1450.93
650,18703,53,1,2521.54
651,30958,288,1,112.41
652,88952,725,1,98.54
653,54808,706,1,201.34
654,30981,530,2,110.63
655,88771,777,2,130.57
656,86996,828,1,161.68
657,39152,724,1,125.26
658,96216,459,1,85.05
659,47178,263,1,55.16
660,17133,396,1,503.93
661,32483,247,1,94.97
662,35731,226,1,70.24
663,92113,136,4,930.82
664,82265,741,1,194.97
665,2703,831,1,129.32
666,25715,699,2,47.24
667,14133,821,1,323.12
668,26018,613,1,78.12
669,65593,784,1,161.33
670,5999,193,1,2329.58
671,24955,432,3,378.9
672,1638,188,3,1360.41
673,35765,677,2,40.98
674,49749,534,3,70.5
675,7834,294,2,85.44
676,50599,670,2,62.57
677,61916,76,1,1764.12
678,57546,664,1,57.36
679,74832,415,1,313.17
680,4952,575,2,110.2
681,19745,20,2,877.84
682,72139,635,2,40.19
683,92989,490,1,466.11
684,41619,97,1,1294.45
685,66755,629,1,19.84
686,23212,177,1,1666.57
687,30328,207,1,522.28
688,38134,518,2,408.38
689,97288,618,1,45.85
690,64026,674,1,91.61
691,1643,223,2,46.56
692,47478,364,1,112.89
693,95620,309,2,161.23
694,72380,341,1,104.39
695,86727,829,2,292.82
696,44880,229,1,188.3
697,11747,813,1,98.39
698,18869,638,1,57.93
699,38971,330,4,70.71
700,86771,188,1,1360.41
701,33837,164,3,1320.66
702,1066,77,3,1880.83
703,82930,174,2,772.9
704,16637,209,1,128.3
705,68626,707,3,66.73
706,58333,450,1,101.61
707,89523,645,2,42.2
708,83969,563,1,33.62
709,83067,309,2,161.23
710,70453,253,1,175.8
711,24626,737,1,74.87
712,47698,648,1,114.52
713,27174,673,1,35.45
714,75361,290,2,120.4
715,18454,44,2,2369.39
716,50054,736,1,154.75
717,70955,850,1,237.95
718,16170,846,1,180.75
719,99464,19,2,1121.09
720,30076,26,3,1921.56
721,38034,714,1,77.2
722,52502,182,1,551.45
723,4568,108,2,1836.25
724,7265,406,1,470.57
725,16854,229,1,188.3
726,86134,198,3,2315.24
727,70878,696,1,103.81
728,36471,556,1,56.33
729,69175,610,1,85.31
730,77184,811,1,465.41
731,33279,753,1,249.45
732,76845,314,1,217.82
733,78876,431,1,130.19
734,64113,364,1,112.89
735,35617,136,1,930.82
736,14596,358,3,119.54
737,57521,632,1,159.73
738,23045,765,1,54.88
739,38575,757,1,246.69
740,9913,614,1,27.16
741,33310,198,1,2315.24
742,32067,276,1,105.92
743,61549,117,1,1977.83
744,35137,227,1,224.15
745,96675,686,1,96.04
746,91321,832,1,191.89
747,41083,279,1,140.86
748,84494,269,1,85.34
749,7089,185,1,823.93
750,32212,650,2,88.13
751,73873,558,1,18.15
752,98137,654,4,126.06
753,27627,591,1,33.88
754,5895,516,2,61.04
755,97871,60,1,934.39
756,64685,355,2,41.47
757,92881,531,1,101.94
758,78395,504,1,410.46
759,45978,409,2,479.24
760,83197,290,5,120.4
761,36805,305,3,145.78
762,88698,799,1,275.79
763,78989,288,1,112.41
764,14538,745,2,131.36
765,65411,772,1,346.25
766,43842,12,2,2721.53
767,32347,669,3,51.43
768,99649,575,1,110.2
769,21739,366,1,89.01
770,15708,315,1,171.61
771,20030,346,1,124.74
772,67144,444,1,209.61
773,33442,196,1,974.84
774,27034,825,1,218.42
775,56112,763,1,135.61
776,18276,582,2,141.03
777,20386,276,1,105.92
778,51773,355,1,41.47
779,46838,159,1,791.31
780,63579,353,3,132.5
781,15620,59,1,353.67
782,21222,16,1,697
783,63340,85,3,910.42
784,2534,433,1,307
785,51044,355,2,41.47
786,67361,174,2,772.9
787,6895,810,2,94.15
788,43456,451,1,387.94
789,20303,271,2,164.71
790,62247,552,2,108.39
791,90161,724,1,125.26
792,59782,817,1,236.52
793,45303,377,2,431.36
794,5484,29,1,1439.04
795,65291,819,1,67.91
796,88828,556,1,56.33
797,13908,99,2,268.9
798,5167,257,2,204.86
799,69995,249,1,218.37
800,75475,406,3,470.57
801,43748,23,1,879.34
802,34132,107,1,1082
803,69113,598,2,37.17
804,87021,76,1,1764.12
805,32067,385,2,364.27
806,28853,727,1,45.19
807,47862,679,1,187.47
808,86930,598,2,37.17
809,67603,134,1,955.11
810,55338,370,1,41.18
811,62081,481,1,312.06
812,32807,340,3,47.41
813,32927,405,1,192.25
814,34150,279,2,140.86
815,20708,756,1,318.76
816,41018,356,2,129.5
817,20052,13,1,2070.93
818,77494,542,1,75.76
819,98975,610,3,85.31
820,91360,33,1,421.17
821,19325,109,1,776.74
822,91236,92,1,1722.95
823,12194,758,1,217.14
824,8337,819,1,67.91
825,7041,216,1,790.68
826,18793,176,1,679.98
827,20822,123,2,922.12
828,54082,448,2,374.32
829,63491,297,2,155.34
830,11593,590,1,35.21
831,57288,806,1,292.37
832,49910,486,2,475.47
833,32110,354,2,58.86
834,94235,354,1,58.86
835,1789,363,1,99.37
836,21072,387,1,179.63
837,88695,9,1,1457.94
838,82432,623,1,53.5
839,2511,245,2,23.66
840,41827,502,1,271.9
841,38417,837,1,390.61
842,4103,484,1,311.22
843,53363,696,1,103.81
844,24210,390,1,406.02
845,88250,463,1,370.25
846,13012,787,1,233.8
847,29804,509,1,525.62
848,77289,316,2,139.67
849,19603,523,1,136.72
850,70436,154,1,1229.13
851,50966,561,1,86.98
852,62067,770,2,332.54
853,12965,802,1,107.98
854,63019,547,1,31.12
855,86893,585,1,78.72
856,21273,671,1,49.76
857,75081,837,1,390.61
858,71889,38,1,512.7
859,88555,725,1,98.54
860,45321,85,2,910.42
861,75878,174,1,772.9
862,68024,216,2,790.68
863,71557,643,2,54.43
864,36694,220,1,2128.96
865,78010,154,1,1229.13
866,48331,304,2,128.59
867,9817,805,1,183.52
868,21709,386,3,403.91
869,94201,765,2,54.88
870,29362,385,1,364.27
871,98778,539,1,60.5
872,63033,274,1,195.72
873,83754,261,1,124.59
874,12696,703,1,68.35
875,31405,142,1,814.09
876,66068,764,1,295.63
877,26633,499,1,561.17
878,90507,816,1,212.43
879,75783,295,1,52.91
880,88616,704,1,44.41
881,94338,411,2,192
882,55127,77,1,1880.83
883,62599,80,2,557.08
884,22155,107,1,1082
885,63586,453,1,228.77
886,57295,544,1,83.09
887,17217,82,1,1507.07
888,6836,717,1,143.37
889,24414,542,1,75.76
890,21289,738,1,140.26
891,95507,577,1,34.72
892,55161,492,2,307.86
893,4035,73,1,133.34
894,78906,530,2,110.63
895,37993,557,1,33.37
896,98047,582,1,141.03
897,31002,777,1,130.57
898,20476,670,1,62.57
899,29509,611,2,20.37
900,46045,380,2,179.57
901,83931,356,2,129.5
902,82393,519,1,587.38
903,83040,244,1,86.8
904,94655,66,4,1334.73
905,56549,272,1,164.9
906,86883,447,3,584.32
907,9584,77,1,1880.83
908,28406,600,1,20.67
909,21443,200,2,1905.88
910,8785,801,1,280.08
911,6713,455,4,115.87
912,12144,220,2,2128.96
913,36665,839,1,232.84
914,56978,251,1,76.69
915,19852,830,2,191.83
916,87062,215,1,1720.21
917,2710,226,2,70.24
918,35520,192,1,2315.69
919,40380,329,1,93.74
920,52261,547,1,31.12
921,32910,120,1,1327.9
922,42264,305,3,145.78
923,7545,707,2,66.73
924,56130,38,1,512.7
925,65348,116,1,2211.09
926,30325,465,1,542.03
927,53134,784,2,161.33
928,60178,132,1,765.52
929,73964,542,1,75.76
930,54621,679,1,187.47
931,13440,807,1,406.4
932,98278,229,1,188.3
933,51737,83,1,943.76
934,28033,32,1,672.62
935,58594,297,1,155.34
936,28394,233,2,118.05
937,39793,427,2,235.15
938,54847,139,1,999.63
939,27299,233,1,118.05
940,20785,172,1,220.1
941,97747,353,2,132.5
942,95642,143,2,1244.23
943,2881,701,3,92.7
944,39287,12,1,2721.53
945,62937,77,1,1880.83
946,11855,59,1,353.67
947,81418,291,1,30.01
948,68404,832,1,191.89
949,17827,175,1,1556.96
950,65296,23,1,879.34
951,22653,581,1,61.28
952,50500,626,1,53.36
953,21797,290,3,120.4
954,88212,349,3,87.41
955,60278,468,1,448.77
956,45313,350,1,126.51
957,75548,180,1,605.56
958,21793,639,3,60.83
959,10722,806,1,292.37
960,2140,100,1,538.09
961,9184,714,1,77.2
962,8348,790,1,418.19
963,55116,828,1,161.68
964,90211,845,1,106.71
965,42360,459,1,85.05
966,79981,749,3,384.4
967,78425,199,1,2273.14
968,69684,827,1,161.51
969,80737,536,1,128.45
970,94343,125,3,775.3
971,30263,411,1,192
972,63470,653,1,100.32
973,25118,12,1,2721.53
974,77149,800,2,396.56
975,62637,385,2,364.27
976,4462,749,1,384.4
977,16425,289,2,75.66
978,40163,742,2,149.39
979,24814,598,1,37.17
980,77489,463,5,370.25
981,63883,787,1,233.8
982,86459,301,1,36.64
983,97064,839,1,232.84
984,97830,667,1,58.31
985,63539,313,1,28.06
986,36339,401,1,111.92
987,85538,356,1,129.5
988,35061,688,1,62.01
989,51987,756,2,318.76
990,68590,30,1,358.22
991,12296,639,1,60.83
992,69315,30,5,358.22
993,95821,537,1,107.95
994,8798,125,2,775.3
995,34124,510,2,359.27
996,37588,307,2,108.22
997,15347,197,1,1756.06
998,83095,177,1,1666.57
999,96122,92,5,1722.95
1000,44222,666,2,47.03
1001,10442,730,1,48.49
1002,3433,827,2,161.51
1003,60532,42,1,1240.21
1004,18261,451,1,387.94
1005,53436,843,1,116.02
1006,2189,59,1,353.67
1007,79518,169,2,336.57
1008,62543,272,1,164.9
1009,99229,814,2,395.25
1010,73035,599,1,38.98
1011,11322,700,1,85.88
1012,63188,209,1,128.3
1013,20655,686,1,96.04
1014,13653,400,1,374.97
1015,75591,573,2,55.72
1016,59955,248,1,220.15
1017,30619,215,1,1720.21
1018,87318,662,1,198.38
1019,9072,436,1,346.44
1020,98102,426,1,277.42
1021,8866,786,1,385.84
1022,57953,371,2,110.74
1023,44189,803,1,231.37
1024,8647,368,2,192.86
1025,96887,195,1,957.51
1026,42594,711,1,128.83
1027,56643,102,3,1536.79
1028,4719,600,3,20.67
1029,42979,535,2,95.48
1030,17558,255,1,59.87
1031,83960,105,1,2361.4
1032,85718,15,1,694.06
1033,20745,739,1,80.56
1034,59781,350,1,126.51
1035,81345,656,2,43.4
1036,33427,396,3,503.93
1037,24947,178,1,1039.95
1038,15580,780,2,254.38
1039,96454,169,2,336.57
1040,76303,81,1,2179.45
1041,56046,127,1,2023.32
1042,97209,425,1,85.89
1043,32037,472,1,553.66
1044,74023,527,1,57.31
1045,42216,256,1,114.71
1046,14558,294,1,85.44
1047,82754,806,1,292.37
1048,12880,139,4,999.63
1049,38590,33,3,421.17
1050,77503,216,2,790.68
1051,78505,413,2,526.63
1052,92318,343,2,60.44
1053,73913,795,2,42.45
1054,28945,734,1,91.41
1055,67368,682,1,59.6
1056,71013,151,1,2364.58
1057,29386,97,2,1294.45
1058,57342,343,1,60.44
