order_id,order_date,customer_id,seller_id,order_status
52944,08-02-2023,10844,2,Completed
64747,19-09-2024,46765,53,Returned
7295,22-06-2022,32807,46,Completed
70258,01-07-2024,58507,29,Completed
8901,09-05-2023,51181,12,Completed
68143,25-06-2024,60876,31,Completed
99917,07-01-2021,36845,15,Completed
3123,28-08-2023,4259,20,Cancelled
75149,15-01-2021,73293,49,Completed
58305,19-07-2020,7906,51,Completed
5205,30-10-2021,59397,3,Completed
67088,26-08-2021,80475,22,Completed
43869,20-01-2022,62886,57,Completed
71622,11-08-2021,11918,39,Inprogress
65488,30-03-2020,51011,61,Completed
38047,17-10-2022,47187,25,Completed
76342,20-09-2020,97213,64,Cancelled
44745,02-07-2023,85103,64,Cancelled
84148,10-06-2024,92184,45,Completed
9796,17-03-2022,17581,41,Inprogress
97263,09-08-2022,72786,15,Completed
10902,28-07-2024,99346,32,Completed
75095,04-09-2022,15043,41,Completed
13077,10-07-2020,9825,34,Completed
74176,21-01-2024,36781,15,Completed
15723,22-08-2021,95768,65,Completed
70699,16-01-2022,42653,54,Completed
21738,20-03-2021,11011,27,Completed
68305,01-06-2020,65960,34,Completed
12498,20-03-2023,125,53,Completed
76225,07-05-2023,45169,40,Completed
62400,02-09-2023,7741,46,Completed
80958,25-02-2024,816,25,Completed
86219,16-01-2020,17636,12,Completed
26020,05-04-2022,12971,60,Completed
99554,03-03-2022,14901,27,Cancelled
10579,30-11-2024,5397,15,Completed
90647,08-10-2023,17975,58,Completed
57485,26-12-2022,30853,12,Cancelled
37289,05-12-2022,86530,12,Completed
62042,28-11-2020,4479,32,Completed
60151,20-08-2022,81097,49,Completed
97853,13-09-2024,59148,34,Completed
20949,03-03-2020,9389,9,Cancelled
86254,05-05-2024,89173,41,Completed
44310,18-10-2024,18498,52,Returned
10571,27-04-2020,96676,57,Inprogress
24812,06-08-2024,21116,38,Completed
85913,08-09-2020,59063,36,Completed
76395,09-07-2021,94033,23,Completed
45539,15-09-2023,96448,9,Completed
60512,03-06-2021,66309,41,Completed
70168,11-09-2023,54996,56,Completed
91778,16-07-2021,73381,19,Completed
97922,13-04-2021,9123,55,Completed
57675,15-09-2020,10839,11,Completed
3815,12-11-2022,36364,52,Completed
53620,04-04-2021,72254,45,Completed
76332,09-07-2023,95768,44,Inprogress
39510,31-10-2020,33403,36,Cancelled
1832,15-05-2022,54262,41,Completed
82748,12-05-2020,69141,37,Completed
52111,10-06-2021,45604,25,Returned
3473,23-04-2021,14028,56,Returned
2119,08-11-2024,37755,41,Completed
30521,30-05-2022,5065,42,Cancelled
43255,09-08-2024,40315,14,Completed
56987,16-11-2023,29761,61,Cancelled
20725,01-08-2020,31235,38,Cancelled
34928,20-05-2022,33901,14,Returned
30214,01-11-2023,1593,64,Inprogress
77595,10-05-2023,93177,6,Cancelled
89413,17-09-2022,74241,55,Inprogress
43810,07-09-2024,93213,42,Completed
70778,11-03-2024,52147,7,Completed
60998,15-02-2023,73284,30,Completed
86670,15-07-2021,15136,42,Cancelled
88215,24-10-2024,38900,37,Completed
27257,19-09-2021,69785,31,Completed
76292,01-07-2021,95772,29,Completed
47484,02-09-2023,89577,61,Completed
94703,03-06-2022,83184,62,Completed
76609,11-07-2020,90617,55,Completed
21002,29-04-2024,50233,20,Completed
25752,09-09-2024,33879,10,Cancelled
20435,14-07-2024,95779,62,Completed
28019,09-04-2020,35369,1,Inprogress
41433,14-03-2021,66453,3,Completed
24800,11-03-2024,16669,42,Inprogress
14224,25-03-2022,76923,58,Completed
4437,12-08-2023,2553,46,Completed
70916,02-03-2023,2957,42,Returned
79895,01-06-2024,89931,46,Completed
6171,11-05-2023,49067,62,Inprogress
17688,09-11-2020,70290,9,Inprogress
71788,30-06-2021,63057,20,Completed
46681,26-03-2022,70742,7,Completed
10078,24-02-2021,83765,23,Completed
43920,06-06-2020,59782,13,Completed
42331,07-05-2023,48522,35,Completed
31160,21-07-2024,94189,49,Completed
87267,23-02-2024,68406,4,Inprogress
28368,27-12-2022,89837,7,Completed
27437,25-10-2022,28357,12,Returned
40705,08-09-2020,21196,16,Completed
22402,08-04-2023,46698,18,Inprogress
56611,31-10-2020,22750,27,Completed
36530,15-06-2020,26166,43,Completed
31537,22-09-2022,69785,18,Completed
29473,05-01-2020,94189,28,Inprogress
47575,09-10-2024,48062,55,Completed
4577,19-05-2022,24598,59,Cancelled
18997,25-08-2020,36339,12,Completed
58624,25-07-2021,24555,64,Cancelled
17136,21-12-2023,69069,25,Completed
50166,16-02-2021,44393,63,Completed
4332,03-12-2023,68664,33,Completed
59189,25-05-2024,14260,40,Returned
98510,05-11-2020,1593,33,Completed
97981,12-03-2020,62103,31,Completed
28339,18-06-2021,15899,48,Cancelled
50861,06-11-2022,63928,9,Inprogress
7450,22-12-2023,84940,37,Completed
59564,02-12-2021,7244,43,Inprogress
58481,05-10-2020,90441,43,Completed
53321,16-11-2024,87873,1,Returned
27035,22-03-2023,50685,46,Cancelled
27952,03-10-2024,93177,63,Completed
50873,29-05-2023,96261,29,Completed
78360,27-08-2021,91539,24,Completed
17338,07-03-2021,64449,45,Completed
13170,01-11-2020,31007,13,Completed
23950,26-10-2023,10448,17,Inprogress
67414,31-10-2020,12415,31,Completed
76799,31-07-2020,14330,10,Completed
95964,04-09-2023,29135,7,Completed
68698,01-03-2020,66755,43,Completed
16951,02-02-2022,92024,6,Completed
22349,13-11-2024,36267,52,Inprogress
28477,25-07-2021,73171,37,Cancelled
16775,07-02-2024,14828,22,Completed
65108,12-10-2020,99417,17,Completed
98077,12-04-2021,23858,5,Inprogress
80278,18-09-2022,34734,42,Cancelled
47974,27-10-2024,66576,8,Returned
99262,30-03-2024,97900,39,Completed
42534,12-04-2023,14918,32,Completed
55411,25-01-2020,73283,46,Inprogress
26032,03-12-2024,62114,27,Completed
28568,19-06-2023,23744,16,Completed
12900,16-08-2020,59445,24,Completed
67441,08-02-2022,89018,7,Inprogress
48167,14-01-2020,84986,27,Completed
63649,18-05-2020,51840,14,Inprogress
34460,19-04-2021,11086,58,Inprogress
67680,09-09-2021,37667,32,Inprogress
15679,07-01-2020,27727,57,Cancelled
60893,23-07-2021,89173,57,Returned
3116,04-07-2024,32700,16,Completed
1951,02-04-2021,29231,58,Completed
50811,06-10-2023,34832,35,Completed
56052,12-12-2020,42724,47,Completed
53469,23-09-2021,4707,57,Completed
14115,12-12-2024,2074,2,Completed
47488,21-04-2021,49738,42,Cancelled
48237,05-11-2022,72265,17,Completed
41629,24-06-2021,76262,13,Cancelled
9559,11-09-2020,71419,4,Cancelled
57904,11-02-2023,25025,30,Inprogress
86459,21-10-2021,8402,18,Returned
40412,31-12-2022,39271,63,Completed
31062,26-04-2023,76489,22,Completed
92909,21-11-2022,68297,46,Completed
12069,09-08-2022,10371,48,Completed
86253,26-04-2024,41505,13,Completed
85355,15-12-2024,32958,28,Returned
52076,09-03-2020,62947,3,Completed
62782,21-04-2022,58406,64,Completed
3077,13-08-2023,90347,52,Completed
37007,16-04-2024,32828,12,Completed
96633,19-03-2023,10204,56,Cancelled
85850,10-07-2020,14901,43,Completed
43371,02-03-2024,30639,4,Inprogress
6946,16-05-2021,68664,27,Returned
19446,21-08-2020,26586,33,Cancelled
33636,26-04-2020,32587,63,Completed
24246,29-06-2023,11571,60,Completed
75000,04-05-2024,30012,63,Inprogress
2215,16-07-2023,89437,28,Completed
17770,28-04-2022,13851,18,Completed
68976,30-01-2020,40137,48,Inprogress
21415,22-09-2020,6563,62,Completed
19378,09-07-2024,13722,51,Completed
92104,23-08-2024,37755,58,Cancelled
62579,03-09-2021,18104,39,Completed
6110,18-02-2023,37667,62,Completed
9019,28-10-2020,50233,42,Completed
79145,21-04-2024,59537,43,Completed
28502,24-03-2023,90155,4,Completed
97973,07-01-2024,30475,50,Completed
87632,02-07-2023,86916,16,Completed
39415,19-02-2020,63314,21,Returned
49719,31-01-2024,5183,45,Completed
99906,28-01-2023,90304,3,Completed
55378,04-10-2021,95115,42,Completed
21641,05-01-2023,14035,54,Inprogress
55950,26-10-2024,36781,36,Completed
23599,10-06-2022,45753,58,Returned
23890,28-11-2023,97893,11,Returned
68973,04-07-2022,36835,38,Completed
20841,09-03-2020,44322,34,Completed
98251,26-07-2023,50306,11,Completed
88643,15-11-2023,90924,42,Completed
24804,18-09-2022,39279,2,Inprogress
48850,30-05-2024,24534,7,Completed
15338,02-02-2024,54629,64,Completed
22282,16-05-2023,82241,32,Completed
4929,19-02-2020,10469,29,Completed
66215,04-11-2024,86113,11,Completed
27748,23-11-2024,5046,45,Returned
41116,12-07-2023,74814,7,Completed
53907,14-07-2023,67281,3,Inprogress
82960,27-05-2020,35413,35,Completed
49913,05-01-2022,43493,33,Completed
35757,10-04-2020,1771,6,Completed
82515,17-03-2020,3127,38,Cancelled
43083,24-04-2022,35413,46,Completed
4732,30-06-2023,64632,50,Inprogress
4385,09-06-2024,29429,38,Returned
44461,01-01-2023,62280,45,Completed
4735,09-01-2022,56857,3,Completed
62669,03-02-2023,80458,19,Completed
5485,22-03-2022,59617,18,Completed
97331,27-06-2022,59148,8,Completed
19919,29-01-2021,73675,6,Cancelled
54432,21-08-2022,83155,43,Returned
7094,11-06-2020,12971,65,Completed
71710,15-12-2020,91054,14,Completed
50418,23-12-2021,24788,48,Completed
79447,14-02-2023,91943,16,Completed
95702,05-03-2023,46381,3,Completed
69839,07-05-2021,15537,44,Completed
23248,18-06-2022,10386,64,Completed
21731,25-05-2020,86561,56,Cancelled
14122,16-07-2021,67708,62,Returned
2958,18-01-2024,90247,50,Completed
46700,03-08-2024,14269,6,Cancelled
30189,13-04-2021,22083,32,Completed
13074,10-04-2023,64313,52,Completed
56034,28-04-2020,22886,47,Completed
9693,08-02-2022,14083,53,Inprogress
15733,04-06-2021,41239,36,Completed
63349,30-04-2023,58698,37,Completed
61874,07-04-2024,88163,65,Inprogress
55404,03-04-2024,25291,33,Cancelled
71349,23-09-2021,12283,30,Completed
58726,07-11-2022,9912,12,Completed
18616,04-11-2024,62630,17,Completed
80071,07-03-2024,93049,36,Returned
84473,06-10-2022,97026,21,Returned
1094,30-03-2023,64099,42,Inprogress
41819,08-07-2020,97695,35,Completed
63422,21-12-2022,79577,40,Completed
62536,25-12-2024,816,40,Completed
34667,26-11-2021,75190,33,Completed
17803,25-04-2021,80374,20,Cancelled
43320,13-03-2024,40608,65,Completed
87032,21-02-2023,2600,62,Returned
71777,14-05-2021,67247,51,Cancelled
48917,31-07-2023,91852,62,Completed
81427,02-07-2024,35413,61,Completed
88612,16-07-2022,73759,6,Completed
94888,23-05-2021,38579,19,Completed
13635,16-08-2020,77740,13,Inprogress
63624,19-07-2022,17703,55,Completed
65592,30-09-2024,74672,58,Completed
99136,23-06-2022,61493,59,Completed
75873,20-05-2022,94992,52,Returned
26727,27-04-2020,94578,11,Inprogress
17493,03-09-2020,83056,25,Completed
29745,01-12-2020,52630,33,Completed
68467,02-12-2021,79845,27,Completed
18014,07-07-2022,61493,64,Completed
19690,23-12-2022,49692,54,Returned
30563,21-10-2024,63101,41,Inprogress
87403,27-08-2020,3940,48,Cancelled
11772,12-06-2022,29667,54,Completed
98410,05-04-2020,90304,39,Completed
13424,26-05-2024,62859,62,Completed
95013,16-08-2024,15804,35,Completed
53931,28-12-2021,63314,60,Completed
38001,03-10-2020,50847,3,Cancelled
81611,24-06-2020,50196,48,Completed
14792,08-06-2021,85094,37,Completed
33739,03-08-2023,85497,42,Completed
30651,21-07-2024,45418,17,Completed
33855,08-03-2022,86383,28,Completed
25199,13-06-2021,37387,35,Completed
96686,20-11-2021,47169,61,Completed
87424,02-09-2024,91760,53,Completed
40466,10-05-2021,47326,35,Completed
44073,07-01-2020,96558,43,Completed
94121,03-03-2023,47724,28,Returned
61574,21-01-2020,93449,58,Completed
88602,21-08-2022,66007,17,Inprogress
78435,04-07-2023,96316,19,Completed
69146,07-03-2022,79056,42,Cancelled
68751,05-11-2022,76856,64,Completed
76650,09-01-2024,76737,35,Completed
35960,15-02-2024,88402,55,Completed
18263,16-02-2020,32958,53,Completed
43984,18-07-2024,84172,4,Cancelled
56315,18-01-2021,65291,56,Cancelled
50121,27-11-2024,42724,34,Inprogress
87665,19-12-2020,87921,37,Completed
20034,18-11-2023,50234,6,Completed
76938,14-09-2022,83205,51,Completed
97522,04-06-2022,49672,29,Completed
99581,12-10-2022,65583,33,Completed
99033,23-07-2021,68692,14,Completed
51466,12-08-2021,77962,9,Inprogress
83821,16-08-2020,54146,25,Cancelled
7293,27-05-2022,80539,43,Completed
26938,16-10-2024,93602,61,Completed
24877,03-12-2021,83868,23,Completed
2877,14-03-2020,14054,50,Inprogress
19737,31-05-2020,48899,55,Inprogress
84182,02-09-2022,73666,8,Completed
5471,03-07-2023,71282,19,Completed
32172,19-04-2020,67170,6,Completed
22218,08-12-2022,9332,26,Completed
53004,24-03-2024,43383,3,Completed
43274,03-03-2021,67511,39,Completed
2535,30-12-2020,60876,23,Returned
75984,16-05-2024,39080,37,Completed
64016,04-02-2023,711,12,Cancelled
64418,15-02-2022,91647,46,Inprogress
46075,09-06-2023,17061,16,Cancelled
25608,22-11-2023,24555,39,Completed
83406,22-06-2021,5755,32,Completed
76654,07-08-2020,75076,20,Inprogress
54170,04-08-2022,82774,13,Completed
60258,09-06-2022,49999,45,Completed
29159,17-06-2020,89638,19,Completed
60400,16-07-2024,26405,30,Inprogress
82436,24-07-2024,8681,48,Inprogress
35446,27-02-2022,60876,56,Cancelled
72549,02-04-2023,35368,20,Completed
58653,21-03-2023,40879,25,Inprogress
16442,15-10-2023,29167,62,Completed
98643,08-12-2024,92004,37,Completed
37609,21-12-2022,70175,39,Completed
86912,11-05-2021,66526,62,Completed
68435,19-09-2021,86196,42,Completed
45217,14-02-2024,34103,2,Returned
45204,02-01-2021,63233,61,Completed
25421,01-11-2023,11729,59,Inprogress
99659,22-02-2021,11086,52,Completed
45693,02-01-2022,6726,43,Completed
64878,09-02-2021,22284,55,Completed
72945,18-06-2023,83765,19,Completed
60810,31-10-2024,89774,40,Cancelled
87933,04-05-2024,95886,32,Cancelled
13648,12-08-2022,20510,51,Inprogress
88557,11-01-2024,64578,63,Inprogress
45875,17-12-2024,33740,35,Inprogress
69035,11-06-2020,24057,56,Completed
35454,05-12-2020,70895,63,Completed
9272,10-06-2021,69755,50,Inprogress
48896,19-06-2020,7467,38,Completed
56904,26-06-2022,52602,22,Inprogress
85186,11-02-2022,85423,49,Completed
4331,09-01-2021,39461,13,Returned
72213,10-10-2021,68295,29,Completed
17544,25-09-2023,71886,7,Completed
13397,07-02-2020,40048,3,Completed
30769,07-06-2020,96121,2,Completed
60956,08-07-2024,14364,9,Completed
15566,03-05-2023,39263,32,Cancelled
16765,23-05-2021,64008,8,Completed
73150,14-05-2022,50762,57,Inprogress
94414,23-07-2020,41044,51,Completed
39759,27-06-2024,50021,41,Completed
17554,10-06-2020,80555,27,Completed
46563,04-03-2021,9325,11,Completed
41243,11-12-2024,16250,42,Inprogress
60318,10-09-2021,51197,51,Completed
58168,23-09-2024,31459,12,Completed
73521,04-09-2022,8388,6,Returned
11874,29-11-2023,97571,9,Cancelled
67155,20-11-2023,64541,36,Inprogress
24935,25-01-2021,13335,58,Completed
53108,29-04-2022,4188,64,Completed
67965,14-01-2020,26137,14,Cancelled
26543,05-12-2023,62794,28,Completed
19574,12-03-2021,33083,62,Cancelled
90204,11-09-2023,6468,11,Completed
30079,19-07-2020,90155,38,Inprogress
3191,17-12-2020,58134,21,Completed
27041,20-08-2024,76256,21,Completed
97129,26-01-2024,92125,34,Completed
98595,01-01-2020,58337,10,Completed
47391,09-12-2022,52918,43,Completed
69888,29-09-2024,94640,55,Completed
79765,18-04-2020,23965,41,Completed
20892,08-07-2021,34749,44,Inprogress
74778,18-01-2024,6092,36,Completed
70541,19-06-2020,9451,4,Completed
69818,12-09-2021,47390,7,Completed
7159,08-10-2021,33950,9,Cancelled
70881,18-08-2020,79074,42,Inprogress
48534,22-07-2024,86098,53,Completed
71707,27-08-2024,21333,62,Completed
31202,14-05-2023,26617,36,Returned
91923,09-10-2022,68022,56,Completed
70582,11-04-2020,45938,33,Completed
22856,21-09-2024,46716,49,Completed
50082,10-10-2021,66251,45,Completed
21807,10-09-2024,38348,22,Completed
14125,26-09-2021,55667,34,Returned
90180,26-04-2020,53807,34,Cancelled
22710,08-03-2024,94603,65,Completed
84218,30-03-2024,15617,63,Completed
84140,12-10-2024,35960,14,Returned
82026,27-11-2022,22456,64,Returned
30656,18-10-2022,15606,15,Completed
94858,24-02-2023,77028,13,Completed
20929,23-04-2020,51181,3,Completed
71886,08-03-2023,69988,43,Completed
80910,30-09-2022,6125,22,Completed
56576,04-10-2022,75671,49,Completed
27502,22-12-2024,6737,34,Completed
37493,12-02-2024,40687,12,Completed
7411,25-07-2021,19701,34,Returned
53543,23-10-2020,56518,64,Cancelled
39862,08-02-2020,73666,8,Cancelled
52088,10-12-2021,6410,9,Completed
69386,04-08-2024,17759,30,Completed
56215,02-10-2023,71616,54,Returned
63461,11-12-2024,24788,53,Inprogress
62342,31-05-2021,84986,57,Completed
43194,23-08-2021,20415,33,Completed
18841,21-04-2022,98716,65,Completed
95574,26-08-2021,21194,1,Completed
40320,21-02-2022,90059,11,Completed
1046,31-08-2023,1376,6,Completed
10813,31-12-2022,11597,34,Completed
33942,22-05-2022,50196,61,Completed
93843,07-10-2023,31596,60,Completed
73844,21-04-2022,14918,7,Completed
88571,30-05-2021,17468,59,Completed
41842,22-10-2021,5575,4,Completed
28361,04-06-2022,1773,11,Cancelled
97136,30-08-2024,64044,45,Returned
81362,15-08-2020,96714,1,Completed
78854,08-07-2022,66365,33,Completed
9757,04-11-2022,39726,48,Completed
8762,24-07-2022,61827,14,Inprogress
54788,04-07-2023,60025,62,Completed
19389,24-06-2024,6664,56,Completed
19847,26-09-2022,18725,12,Inprogress
64036,27-01-2024,22456,23,Inprogress
22004,04-04-2024,32801,39,Inprogress
32780,04-11-2024,16980,34,Completed
52280,22-01-2020,86872,20,Completed
21898,12-01-2022,22380,58,Completed
85683,06-03-2024,50656,63,Inprogress
55920,30-03-2021,27632,55,Completed
52249,28-07-2021,93904,7,Inprogress
78518,20-10-2023,79702,14,Completed
26345,07-11-2023,6563,45,Inprogress
33580,11-04-2023,37404,37,Cancelled
46928,10-08-2022,86198,51,Inprogress
10244,13-02-2024,73973,4,Completed
30662,27-12-2020,91538,22,Completed
37204,26-03-2024,56634,17,Completed
19407,25-12-2022,30179,54,Completed
53617,01-03-2024,1900,5,Completed
17183,02-01-2022,68685,5,Completed
96155,06-10-2024,56324,22,Cancelled
97948,06-04-2020,89650,51,Cancelled
77798,08-05-2021,64099,8,Completed
89121,31-01-2022,47187,46,Inprogress
20902,04-08-2020,44898,16,Completed
27978,16-06-2022,52454,10,Completed
59114,15-12-2023,58061,20,Inprogress
19665,11-04-2022,48730,51,Returned
89111,29-01-2021,53733,7,Completed
37106,17-05-2024,50126,32,Completed
43922,17-11-2022,68437,25,Completed
2411,15-07-2024,8929,19,Completed
84460,30-10-2021,38707,47,Completed
16373,06-07-2024,75857,3,Completed
69238,12-06-2023,37464,3,Inprogress
41784,18-06-2022,77258,60,Completed
69713,11-08-2024,89018,64,Completed
14449,31-07-2024,74262,26,Cancelled
83384,25-12-2024,40223,16,Returned
79439,24-04-2020,7252,1,Completed
62749,08-03-2022,45234,38,Inprogress
31432,11-08-2021,33874,30,Completed
87562,29-03-2024,960,36,Completed
58445,06-05-2020,31459,41,Cancelled
40167,03-01-2024,58165,1,Cancelled
17366,28-12-2022,84064,64,Completed
71943,25-02-2022,38707,32,Completed
98374,02-02-2022,85809,1,Completed
99781,01-08-2021,65698,7,Cancelled
60554,27-08-2024,44338,32,Completed
21142,22-06-2021,65960,2,Completed
10227,27-09-2022,89794,4,Completed
95372,04-10-2024,63928,55,Completed
45744,24-01-2022,16243,25,Completed
36665,05-11-2023,7055,42,Cancelled
6370,16-06-2024,7213,16,Inprogress
51004,22-01-2023,46038,63,Completed
34482,03-09-2021,67817,27,Inprogress
15789,06-11-2022,112,37,Completed
83168,19-09-2022,43178,4,Completed
62148,23-11-2020,71358,22,Completed
56824,28-10-2021,458,57,Completed
77674,06-12-2021,44338,29,Completed
23079,27-01-2020,51591,18,Inprogress
94029,08-01-2022,10615,41,Completed
91628,24-04-2020,16927,25,Completed
64871,17-11-2020,35267,60,Completed
39155,07-07-2020,61889,61,Cancelled
30443,07-04-2024,48380,2,Returned
69529,10-01-2022,17636,27,Inprogress
